Id,Predicted
348,5.646366561349648
349,6.253272612108318
350,6.020774847575897
351,4.99507321918299
352,5.588178760369134
353,5.881813644550995
354,7.124371924491818
355,5.483954310140568
356,5.474587550257721
357,5.046455164251394
358,6.071531160837079
359,5.209260609581387
360,7.185686937110854
361,4.852948960939479
362,5.168086622107115
363,5.752425075962613
364,5.73866791634519
365,5.634838834078616
366,5.801068794901784
367,5.9936624098387385
368,6.033968882563055
369,6.3650702416617815
370,5.516845638575742
371,5.815154629730136
372,5.448053631608689
373,5.274824315117263
374,6.488419973210361
375,5.65514061139012
376,5.4735608026105655
377,5.980830347378999
378,6.010643315201596
379,5.0305742962057565
380,5.6607714492629
381,5.181855396485279
382,6.092807520570138
383,5.758703777205249
384,5.717424587710518
385,5.0282426680651
386,5.311441348062712
387,6.802629884876364
388,5.259472821298635
389,6.553275671072882
390,5.993045004202701
391,5.347101929072446
392,6.391384688167669
393,6.232098745706152
394,5.3162058185509125
395,6.095658907902413
396,6.28075737050389
397,6.271655555447275
398,5.842684536378881
399,5.266799154857078
400,5.889906311535913
401,6.215277476251217
402,5.615346953306759
403,5.313959130386139
404,5.632604932790524
405,6.36352415949159
406,5.653425369467399
407,5.0045693433272165
408,6.379227277460888
409,5.31476691567605
410,4.8325951861683265
411,5.346103524792852
412,5.351453620848211
413,5.95864867284945
414,4.9849929536287405
415,4.778923865738319
416,6.425288175628758
417,6.255770410074499
418,6.257651818516187
419,6.713625197581967
420,6.4198415873432495
421,6.455762361081554
422,6.331827753805068
423,6.021976463955395
424,5.610133288774379
425,5.626906314471777
426,6.634380344726054
427,6.171795613053343
428,6.701242608257704
429,5.447437644973991
430,4.982700697549256
431,5.447437644973991
432,5.03805652683896
433,5.028068500356146
434,5.14566395268636
435,5.63563873395378
436,6.514053357998181
437,6.425049228499962
438,5.151712322572578
439,4.680347646732974
440,5.398502457854397
441,4.836845670602085
442,5.721521702064612
443,5.640694204909025
444,6.226238733714991
445,5.0859496391931796
446,6.827343451068385
447,6.72104503222037
448,4.816036691229547
449,6.418945323917072
450,6.5666420075014535
451,5.734411645579742
452,5.923147264260972
453,6.152441519573353
454,5.135972309085077
455,5.227759555567387
456,5.103218309995839
457,6.12038372942379
458,6.047103083971551
459,6.290227453061151
460,5.051638551778419
461,6.755631201329848
462,5.291892742242096
463,4.880380845463277
464,7.025219109910136
465,5.91837126264659
466,4.940338185376714
467,6.148674078504655
468,5.269640844339776
469,6.317198858378799
470,5.838742697259907
471,5.254430276852808
472,4.959499867412951
473,5.326953407151382
474,6.6854770284043195
475,5.0259186972049585
476,5.905337874663189
477,5.576223612272747
478,5.210896147793023
479,5.810063768341134
